"ID","ACTIVE","YEAR","COUNTRY_ESP","COUNTRY_ENG","SECTOR_ESP","SECTOR_ENG","STATUS_ESP","STATUS_ENG","COUNTRY","SECTOR","STATUS"
459,"YES",2017,"Uruguay","Uruguay","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",17,11,5
460,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",5,11,6
461,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",3,4,6
462,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Versión beta","Beta version",5,8,3
463,"YES",2017,"Ecuador","Ecuador","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",7,2,5
464,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",11,2,6
465,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Lanzado","Launched",11,2,4
466,"YES",2017,"Ecuador","Ecuador","Financiamiento colectivo","Crowdfunding","Lanzado","Launched",7,2,4
467,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Lanzado","Launched",3,10,4
468,"YES",2017,"Perú","Peru","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",15,10,6
469,"YES",2017,"Argentina","Argentina","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Lanzado","Launched",1,11,4
470,"YES",2017,"Colombia","Colombia","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",5,2,5
471,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
472,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
473,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",3,6,4
474,"YES",2017,"Argentina","Argentina","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",1,6,6
475,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",3,9,6
476,"YES",2017,"Brasil","Brazil","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",3,11,6
477,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",5,3,6
478,"YES",2017,"Argentina","Argentina","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",1,2,5
479,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Listos para escalar","Ready to scale",3,9,5
480,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
481,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",11,3,4
482,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
483,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",5,3,5
484,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Versión beta","Beta version",11,4,3
485,"YES",2017,"Chile","Chile","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",4,3,5
486,"YES",2017,"Costa Rica","Costa Rica","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",6,3,5
487,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
488,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",11,2,6
489,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Versión beta","Beta version",5,8,3
490,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",5,11,6
491,"YES",2017,"Argentina","Argentina","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",1,3,3
492,"YES",2017,"Perú","Peru","Préstamos","Lending","Versión beta","Beta version",15,8,3
493,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
494,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",5,3,5
495,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",11,2,6
496,"YES",2017,"Perú","Peru","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",15,11,5
497,"YES",2017,"Perú","Peru","Préstamos","Lending","Listos para escalar","Ready to scale",15,8,5
498,"YES",2017,"Perú","Peru","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",15,8,6
499,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",5,3,4
500,"YES",2017,"Venezuela","Venezuela","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",18,7,3
501,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
502,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",11,11,5
503,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",5,7,5
504,"YES",2017,"Argentina","Argentina","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",1,3,4
505,"YES",2017,"Argentina","Argentina","Gestión de patrimonio","Wealth Management","Lanzado","Launched",1,5,4
506,"YES",2017,"Uruguay","Uruguay","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",17,8,6
507,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Lanzado","Launched",11,2,4
508,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Lanzado","Launched",11,4,4
509,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Lanzado","Launched",3,5,4
510,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Versión beta","Beta version",11,2,3
511,"YES",2017,"Colombia","Colombia","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",5,4,5
512,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Lanzado","Launched",3,5,4
513,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Listos para escalar","Ready to scale",3,5,5
514,"YES",2017,"México","Mexico","Gestión de patrimonio","Wealth Management","Lanzado","Launched",11,5,4
515,"YES",2017,"Chile","Chile","Gestión de patrimonio","Wealth Management","Versión beta","Beta version",4,5,3
516,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",11,2,5
517,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Lanzado","Launched",1,8,4
518,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Lanzado","Launched",3,2,4
519,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",4,7,2
520,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Lanzado","Launched",3,8,4
521,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",11,7,3
522,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
523,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
524,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
525,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",5,7,5
526,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
527,"YES",2017,"Venezuela","Venezuela","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",18,7,6
528,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Versión beta","Beta version",3,2,3
529,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Versión beta","Beta version",3,4,3
530,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",3,6,4
531,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
532,"YES",2017,"Perú","Peru","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",15,2,5
533,"YES",2017,"Chile","Chile","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",4,4,5
534,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",5,7,5
535,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",3,10,6
536,"YES",2017,"Perú","Peru","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Versión beta","Beta version",15,9,3
537,"YES",2017,"Perú","Peru","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",15,6,6
538,"YES",2017,"Perú","Peru","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",15,2,6
539,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",11,2,6
540,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Versión beta","Beta version",11,4,3
541,"YES",2017,"Perú","Peru","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",15,7,6
542,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",5,3,6
543,"YES",2017,"El Salvador","El Salvador","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",8,2,6
544,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
545,"YES",2017,"México","Mexico","Seguros","Insurance","Listos para escalar","Ready to scale",11,10,5
546,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
547,"YES",2017,"Perú","Peru","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",15,6,3
548,"YES",2017,"Chile","Chile","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Listos para escalar","Ready to scale",4,9,5
549,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Lanzado","Launched",4,7,4
550,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",3,2,5
551,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
552,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
553,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",11,4,6
554,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",11,7,5
555,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
556,"YES",2017,"Argentina","Argentina","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Lanzado","Launched",1,11,4
557,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",3,7,3
558,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",3,9,6
559,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
560,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
561,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",3,4,5
562,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
563,"YES",2017,"Perú","Peru","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",15,4,6
564,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",3,7,3
565,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Listos para escalar","Ready to scale",5,8,5
566,"YES",2017,"Colombia","Colombia","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Lanzado","Launched",5,9,4
567,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
568,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
569,"YES",2017,"Costa Rica","Costa Rica","Préstamos","Lending","Listos para escalar","Ready to scale",6,8,5
570,"YES",2017,"Chile","Chile","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",4,8,6
571,"YES",2017,"Ecuador","Ecuador","Pagos y remesas","Payments & Remittances","Lanzado","Launched",7,7,4
572,"YES",2017,"México","Mexico","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",11,6,6
573,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",4,7,5
574,"YES",2017,"Brasil","Brazil","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Lanzado","Launched",3,11,4
575,"YES",2017,"Colombia","Colombia","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",5,2,6
576,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
577,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
578,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
579,"YES",2017,"Perú","Peru","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Lanzado","Launched",15,11,4
580,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",11,3,3
581,"YES",2017,"Brasil","Brazil","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",3,11,6
582,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
583,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",11,7,6
584,"YES",2017,"Chile","Chile","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",4,11,6
585,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Demo/Prototipo","Demo/Prototipo",5,8,2
586,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
587,"YES",2017,"Chile","Chile","Préstamos","Lending","Versión beta","Beta version",4,8,3
588,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Lanzado","Launched",11,4,4
589,"YES",2017,"Colombia","Colombia","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Listos para escalar","Ready to scale",5,9,5
590,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",5,8,6
591,"YES",2017,"Colombia","Colombia","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",5,9,6
592,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
593,"YES",2017,"Colombia","Colombia","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",5,2,6
594,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
595,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Listos para escalar","Ready to scale",3,5,5
596,"YES",2017,"Bolivia","Bolivia","Pagos y remesas","Payments & Remittances","Lanzado","Launched",2,7,4
597,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
598,"YES",2017,"Ecuador","Ecuador","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",7,6,3
599,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Lanzado","Launched",4,7,4
600,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Listos para escalar","Ready to scale",3,5,5
601,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Listos para escalar","Ready to scale",5,8,5
602,"YES",2017,"Brasil","Brazil","Digital Banks","Digital Banks","Listos para escalar","Ready to scale",3,1,5
603,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Demo/Prototipo","Demo/Prototipo",3,3,2
604,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Lanzado","Launched",11,4,4
605,"YES",2017,"Panamá","Panama","Pagos y remesas","Payments & Remittances","Lanzado","Launched",13,7,4
606,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",3,7,3
607,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",3,7,2
608,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",11,7,3
609,"YES",2017,"Argentina","Argentina","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",1,10,6
610,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
611,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
612,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
613,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",3,6,4
614,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",3,6,6
615,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Versión beta","Beta version",3,4,3
616,"YES",2017,"Ecuador","Ecuador","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",7,11,6
617,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",3,6,4
618,"YES",2017,"Perú","Peru","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",15,6,3
619,"YES",2017,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",1,7,5
620,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
621,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",11,7,6
622,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Lanzado","Launched",3,8,4
623,"YES",2017,"Rep. Dominicana","Dominican Republic","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",16,6,4
624,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Listos para escalar","Ready to scale",5,8,5
625,"YES",2017,"Rep. Dominicana","Dominican Republic","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",16,4,5
626,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Listos para escalar","Ready to scale",3,6,5
627,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",3,4,6
628,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
629,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
630,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Demo/Prototipo","Demo/Prototipo",3,5,2
631,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Lanzado","Launched",11,7,4
632,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
633,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Demo/Prototipo","Demo/Prototipo",5,3,2
634,"YES",2017,"Colombia","Colombia","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",5,4,5
635,"YES",2017,"Uruguay","Uruguay","Préstamos","Lending","Lanzado","Launched",17,8,4
636,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",11,2,5
637,"YES",2017,"Perú","Peru","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Listos para escalar","Ready to scale",15,6,5
638,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",11,11,6
639,"YES",2017,"Chile","Chile","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",4,4,6
640,"YES",2017,"México","Mexico","Préstamos","Lending","Versión beta","Beta version",11,8,3
641,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Versión beta","Beta version",3,4,3
642,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",5,11,6
643,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",3,10,6
644,"YES",2017,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",1,7,2
645,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",7,4,6
646,"YES",2017,"Colombia","Colombia","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",5,9,6
647,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",3,7,3
648,"YES",2017,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",1,7,3
649,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",11,11,5
650,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Versión beta","Beta version",3,4,3
651,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
652,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
653,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
654,"YES",2017,"Perú","Peru","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",15,7,5
655,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
656,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",3,5,6
657,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
658,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Versión beta","Beta version",11,4,3
659,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Versión beta","Beta version",1,8,3
660,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Lanzado","Launched",5,11,4
661,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
662,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Demo/Prototipo","Demo/Prototipo",1,8,2
663,"YES",2017,"Ecuador","Ecuador","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",7,8,6
664,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
665,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",5,7,3
666,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",5,11,6
667,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",11,11,5
668,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
669,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
670,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",3,5,6
671,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",4,7,5
672,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Lanzado","Launched",11,4,4
673,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",5,7,2
674,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
675,"YES",2017,"México","Mexico","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",11,9,6
676,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
677,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",3,10,6
678,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
679,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
680,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
681,"YES",2017,"Uruguay","Uruguay","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Listos para escalar","Ready to scale",17,6,5
682,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",11,11,6
683,"YES",2017,"México","Mexico","Préstamos","Lending","Listos para escalar","Ready to scale",11,8,5
684,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Lanzado","Launched",3,8,4
685,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Versión beta","Beta version",11,11,3
686,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
687,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",3,6,6
